"","publication year","Reference","ID","study period","country","English name","scientific name","subject type","toxicant specific","toxicant group","sample type","group","sample size","no. exposed","OR if given, proportion exposed","Age Class","Sex","concentration level estimate type","concentration (ND for non-detects)","Detection limit (if reported)","SD of concentration","minimum","maximum","unit of measure","wet/dry weight?","sublethal effects assessed?","sublethal specific","sublethal type","Notes"
"1130",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","female","n=1","12.78","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1131",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","female","n=1","0.193","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1132",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","female","n=1","2.1000000000000001E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1133",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","liver","NA",1,"NA","NA","unknown/mixed","female","n=1","0.36599999999999999","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1134",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","liver","NA",1,"NA","NA","unknown/mixed","female","n=1","3.5999999999999997E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1135",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","liver","NA",1,"NA","NA","unknown/mixed","female","n=1","1.4E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1136",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","female","n=1","8.5999999999999993E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1137",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","female","n=1","9.7000000000000003E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1138",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","female","n=1","ND","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1139",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Pb","heavy metals","liver","NA",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","6.6740000000000004","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1140",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Cd","heavy metals","liver","NA",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","0.05","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1141",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Hg","heavy metals","liver","NA",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","2.4E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1142",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Pb","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1.492","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1143",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Cd","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","0.19700000000000001","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1144",2007,"Kenntner et al. 2007",153,"2000-2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Hg","heavy metals","kidney","NA",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","3.9E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1145",2007,"Kenntner et al. 2007",153,"2000-2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Pb","heavy metals","liver","NA",1,"NA","NA","adult","female","n=1","9.2999999999999999E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1146",2007,"Kenntner et al. 2007",153,"2000-2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Cd","heavy metals","liver","NA",1,"NA","NA","adult","female","n=1","2.5999999999999999E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1147",2007,"Kenntner et al. 2007",153,"2000-2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Hg","heavy metals","liver","NA",1,"NA","NA","adult","female","n=1","1.7999999999999999E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1148",2007,"Kenntner et al. 2007",153,"2000-2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Pb","heavy metals","kidney","NA",1,"NA","NA","adult","female","n=1","6.6000000000000003E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1149",2007,"Kenntner et al. 2007",153,"2000-2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Cd","heavy metals","kidney","NA",1,"NA","NA","adult","female","n=1","6.4000000000000001E-2","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1150",2007,"Kenntner et al. 2007",153,"2000-2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Hg","heavy metals","kidney","NA",1,"NA","NA","adult","female","n=1","0.02","NA","NA","NA","NA","mg/kg (ppm)","wet","no","NA","NA",NA
"1151",2018,"Di Marzio et al. 2018",125,"2011","Argentina","Black Vulture","Coragyps atratus","wild","Hg","heavy metals","hand feathers/ primaries","Bariloche",20,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.22","0.005 ng","0.16","0.09","0.65","mg/kg","wet","no",NA,NA,NA
"1152",2018,"Di Marzio et al. 2018",125,"2011","Argentina","Black Vulture","Coragyps atratus","wild","Hg","heavy metals","hand feathers/ primaries","El Valle",5,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","1.02","0.005 ng","0.89","0.23","2.44","mg/kg","wet","no",NA,NA,NA
"1153",2018,"Di Marzio et al. 2018",125,"2011","Argentina","Turkey Vulture","Cathartes aura","wild","Hg","heavy metals","hand feathers/ primaries","Bariloche",14,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.13","0.005 ng","0.06","0.06","0.25","mg/kg","wet","no",NA,NA,NA
"1154",2018,"Di Marzio et al. 2018",125,"2011","Argentina","Turkey Vulture","Cathartes aura","wild","Hg","heavy metals","hand feathers/ primaries","El Valle",30,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.53","0.005 ng","0.82","0.04","4.2","mg/kg","wet","no",NA,NA,NA
"1155",2018,"Di Marzio et al. 2018",125,"2011","Argentina","Southern Caracara","Caracara plancus","wild","Hg","heavy metals","hand feathers/ primaries","Bariloche",10,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.13","0.005 ng","0.09","0.03","0.36","mg/kg","wet","no",NA,NA,"named southern crested caracara in paper - dropdown says southern caracara"
"1156",2018,"Di Marzio et al. 2018",125,"2011","Argentina","Southern Caracara","Caracara plancus","wild","Hg","heavy metals","hand feathers/ primaries","El Valle",11,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.54","0.005 ng","0.74","0.09","2.61","mg/kg","wet","no",NA,NA,"named southern crested caracara in paper - dropdown says southern caracara"
"1157",2018,"Durmus 2018",126,"2016-2017","Turkey","European Honey-buzzard","Pernis apivorus","rehab","Hg","heavy metals","body feathers","NA",4,"NA","NA","adult","unknown/mixed","arithmetic mean","2.7","NA","0.56000000000000005","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1158",2018,"Durmus 2018",126,"2016-2017","Turkey","Lammergeier","Gypaetus barbatus","rehab","Hg","heavy metals","body feathers","NA",3,"NA","NA","adult","unknown/mixed","arithmetic mean","0.45","NA","0.37","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1159",2018,"Durmus 2018",126,"2016-2017","Turkey","Egyptian Vulture","Neophron percnopterus","rehab","Hg","heavy metals","body feathers","NA",4,"NA","NA","adult","unknown/mixed","arithmetic mean","3.3000000000000002E-2","NA","1E-3","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1160",2018,"Durmus 2018",126,"2016-2017","Turkey","Griffon Vulture","Gyps fulvus","rehab","Hg","heavy metals","body feathers","NA",4,"NA","NA","adult","unknown/mixed","arithmetic mean","1.9E-2","NA","2E-3","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1161",2018,"Durmus 2018",126,"2016-2017","Turkey","Western Marsh-harrier","Circus aeruginosus","rehab","Hg","heavy metals","body feathers","NA",5,"NA","NA","adult","unknown/mixed","arithmetic mean","0.05","NA","3.3000000000000002E-2","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1162",2018,"Durmus 2018",126,"2016-2017","Turkey","Rough-legged Hawk","Buteo rufinus","rehab","Hg","heavy metals","body feathers","NA",6,"NA","NA","adult","unknown/mixed","arithmetic mean","0.28000000000000003","NA","0.17","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1163",2018,"Durmus 2018",126,"2016-2017","Turkey","Golden Eagle","Aquila chrysaetos","rehab","Hg","heavy metals","body feathers","NA",3,"NA","NA","adult","unknown/mixed","arithmetic mean","2E-3","NA","7.0000000000000001E-3","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1164",2018,"Durmus 2018",126,"2016-2017","Turkey","White-tailed Eagle","Haliaeetus albicilla","rehab","Hg","heavy metals","body feathers","NA",4,"NA","NA","adult","unknown/mixed","arithmetic mean","1.4999999999999999E-2","NA","1E-3","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1165",2018,"Durmus 2018",126,"2016-2017","Turkey","Common Kestrel","Falco tinnunculus","rehab","Hg","heavy metals","body feathers","NA",5,"NA","NA","adult","unknown/mixed","arithmetic mean","5.3999999999999999E-2","NA","7.0000000000000001E-3","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1166",2018,"Durmus 2018",126,"2016-2017","Turkey","Eurasian Eagle-owl","Bubo bubo","rehab","Hg","heavy metals","body feathers","NA",3,"NA","NA","adult","unknown/mixed","arithmetic mean","0.05","NA","0.03","NA","NA","mg/kg","dry","no",NA,NA,"mentions body feathers in intro but doesnt explicitly say what feathers were used for analysis - i put body for now"
"1167",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Al","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","211.3","NA","95.6","NA","NA","mg/kg","dry","no",NA,NA,NA
"1168",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","As","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.51","NA","0.02","NA","NA","mg/kg","dry","no",NA,NA,NA
"1169",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Cd","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.5","NA","0.02","NA","NA","mg/kg","dry","no",NA,NA,NA
"1170",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Cr","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.5","NA","0.02","NA","NA","mg/kg","dry","no",NA,NA,NA
"1171",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Cu","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","6.9","NA","1.1000000000000001","NA","NA","mg/kg","dry","no",NA,NA,NA
"1172",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Fe","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","195.7","NA","41.9","NA","NA","mg/kg","dry","no",NA,NA,NA
"1173",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Hg","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","24.8","NA","4.8","NA","NA","mg/kg","dry","no",NA,NA,NA
"1174",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Mn","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","14.1","NA","3.5","NA","NA","mg/kg","dry","no",NA,NA,NA
"1175",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Ni","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.72","NA","0.14000000000000001","NA","NA","mg/kg","dry","no",NA,NA,NA
"1176",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Pb","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","2","NA","0.6","NA","NA","mg/kg","dry","no",NA,NA,NA
"1177",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Se","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","3.08","NA","0.84","NA","NA","mg/kg","dry","no",NA,NA,NA
"1178",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Zn","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","120.3","NA","13.7","NA","NA","mg/kg","dry","no",NA,NA,NA
"1179",2018,"Einoder et al. 2018",128,"2010-2014","Australia","White-bellied Sea-eagle","Haliaeetus leucogaster","wild","Se/Hg","heavy metals","body feathers","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.15","NA","0.04","NA","NA","mg/kg","dry","no",NA,NA,"listed as Se/Hg"
"1180",2007,"Horai et al. 2007",169,"2001-2002","Japan","Black Kite","Milvus migrans","wild","Cr","heavy metals","liver","NA",14,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.392 ","NA"," 0.202","0.20200000000000001","0.96199999999999997","µg/g","dry","no",NA,NA,NA
"1181",2007,"Horai et al. 2007",169,"2001-2002","Japan","Black Kite","Milvus migrans","wild","Cr","heavy metals","kidney","NA",14,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.512 ","NA"," 0.444","0.19900000000000001","1.6","µg/g","dry","no",NA,NA,NA
"1182",2007,"Horai et al. 2007",169,"2001-2002","Japan","Black Kite","Milvus migrans","wild","Cr","heavy metals","muscle","NA",14,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.479 ","NA"," 0.402","0.25700000000000001","1.81","µg/g","dry","no",NA,NA,NA
"1183",2007,"Horai et al. 2007",169,"2001-2002","Japan","Black Kite","Milvus migrans","wild","Cr","heavy metals","lungs","NA",14,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.417 ","NA"," 0.572","0.16","2.36","µg/g","dry","no",NA,NA,NA
"1184",2007,"Horai et al. 2007",169,"2001-2002","Japan","Black Kite","Milvus migrans","wild","Cr","heavy metals","brain","NA",8,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.232 ","NA"," 0.0646","0.121","0.309","µg/g","dry","no",NA,NA,NA
"1185",2007,"Horai et al. 2007",169,"2001-2002","Japan","Northern Goshawk","Accipiter gentilis","wild","Cr","heavy metals","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.429 ","NA"," 0.190","0.23799999999999999","0.85599999999999998","µg/g","dry","no",NA,NA,NA
"1186",2007,"Horai et al. 2007",169,"2001-2002","Japan","Northern Goshawk","Accipiter gentilis","wild","Cr","heavy metals","kidney","NA",12,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.349 ","NA"," 0.147","0.182","0.61099999999999999","µg/g","dry","no",NA,NA,NA
"1187",2007,"Horai et al. 2007",169,"2001-2002","Japan","Northern Goshawk","Accipiter gentilis","wild","Cr","heavy metals","muscle","NA",12,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.323 ","NA"," 0.134","0.159","0.6","µg/g","dry","no",NA,NA,NA
"1188",2007,"Horai et al. 2007",169,"2001-2002","Japan","Northern Goshawk","Accipiter gentilis","wild","Cr","heavy metals","lungs","NA",12,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.669 ","NA"," 0.650","0.23899999999999999","2.44","µg/g","dry","no",NA,NA,NA
"1189",2007,"Horai et al. 2007",169,"2001-2002","Japan","Ural Owl","Strix uralensis","wild","Cr","heavy metals","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.278 ","NA"," 0.0905","0.182","0.46500000000000002","µg/g","dry","no",NA,NA,NA
"1190",2007,"Horai et al. 2007",169,"2001-2002","Japan","Ural Owl","Strix uralensis","wild","Cr","heavy metals","kidney","NA",12,"NA","NA","unknown/mixed","unknown/mixed","arithmetic mean","0.408 ","NA"," 0.318","0.214","1.38","µg/g","dry","no",NA,NA,NA
